entity1_canonical_text,entity1_type,pred_label,entity2_canonical_text,entity2_type,relation_group,relation_count,max_pred_score,mean_pred_score,pmids,unique_pmid_count,same_sentence_count,has_validated_pesticide,has_unvalidated_chemical,example_title
[4-(4-dimethoxyphosphinothioyloxyphenyl)sulfanylphenoxy]-dimethoxy-sulfanylidene-lambda5-phosphane,ChemicalEntity,Negative_Correlation,Culex quinquefasciatus,OrganismTaxon,Negative effect,1,6.555513,6.556,18405120,1,1,False,False,Relative susceptibility of some common mosquito vector larvae to synthetic insecticidal compounds in north-western Rajasthan.
"N-[5-(4-nitrophenyl)-1,3,4-thiadiazol-2-yl]acetamide",ChemicalEntity,Negative_Correlation,steroidogenic acute regulatory protein,GeneOrGeneProduct,Negative effect,1,6.555392,6.555,29506456,1,1,False,False,Antigonadal and endocrine-disrupting activities of lambda cyhalothrin in female rats and its attenuation by taurine.
lufenuron,ChemicalEntity,Negative_Correlation,Ceratitis capitata Wiedemann,OrganismTaxon,Negative effect,1,6.553446,6.553,34608487,1,1,True,False,Lethal and Sublethal Toxicity of Pesticides Used in Fruit Growing on the Parasitoid Diachasmimorpha longicaudata (Hymenoptera: Braconidae): Implications for Integrated Fruit Fly Management.
superoxide radical,ChemicalEntity,Association,FeS2,GeneOrGeneProduct,General association,1,6.552575,6.553,32050347,1,1,False,False,Pyrite enables persulfate activation for efficient atrazine degradation.
carbendazim,ChemicalEntity,Association,-6,OrganismTaxon,General association,1,6.5514727,6.551,33667802,1,1,True,False,Potential effects of Rhodococcus qingshengii strain djl-6 on the bioremediation of carbendazim-contaminated soil and the assembly of its microbiome.
pp'-DDE,ChemicalEntity,Association,AD,DiseaseOrPhenotypicFeature,General association,1,6.550983,6.551,22899726,1,1,False,True,Organochlorine pesticide levels and risk of Alzheimer's disease in north Indian population.
"(3-hydroxy-2,2-dimethyl-3H-1-benzofuran-7-yl) N-methylcarbamate",ChemicalEntity,Association,human,OrganismTaxon,General association,1,6.5509357,6.551,29960251,1,0,False,False,An effective and high-throughput analytical methodology for pesticide screening in human urine by disposable pipette extraction and gas chromatography - mass spectrometry.
"(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-2,3,17-triol",ChemicalEntity,Association,atrazine,ChemicalEntity,General association,1,6.5509357,6.551,29960196,1,1,True,False,Emerging contaminants in Brazilian rivers: Occurrence and effects on gene expression in zebrafish (Danio rerio) embryos.
"(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-2,3,17-triol",ChemicalEntity,Association,cat,GeneOrGeneProduct,General association,1,6.5509357,6.551,29960196,1,1,False,False,Emerging contaminants in Brazilian rivers: Occurrence and effects on gene expression in zebrafish (Danio rerio) embryos.
"(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-2,3,17-triol",ChemicalEntity,Association,cyp19a1a,GeneOrGeneProduct,General association,1,6.5509357,6.551,29960196,1,1,False,False,Emerging contaminants in Brazilian rivers: Occurrence and effects on gene expression in zebrafish (Danio rerio) embryos.
"1,3,7-trimethylpurine-2,6-dione",ChemicalEntity,Association,Danio rerio,OrganismTaxon,General association,1,6.5509357,6.551,29960196,1,1,False,False,Emerging contaminants in Brazilian rivers: Occurrence and effects on gene expression in zebrafish (Danio rerio) embryos.
"1,3,7-trimethylpurine-2,6-dione",ChemicalEntity,Association,zebrafish,OrganismTaxon,General association,1,6.5509357,6.551,29960196,1,1,False,False,Emerging contaminants in Brazilian rivers: Occurrence and effects on gene expression in zebrafish (Danio rerio) embryos.
2-hydroxy atrazine,ChemicalEntity,Association,sod1,GeneOrGeneProduct,General association,1,6.5509357,6.551,29960196,1,1,False,True,Emerging contaminants in Brazilian rivers: Occurrence and effects on gene expression in zebrafish (Danio rerio) embryos.
HCHs,ChemicalEntity,Association,OCPs,ChemicalEntity,General association,1,6.5509357,6.551,29964726,1,1,False,True,"[Distribution Characteristics and Ecological Risk Assessment of Organochlorine Pesticides in Surface Sediments of Zhelin Bay in Guangdong Province, China]."
OCPs,ChemicalEntity,Association,carbonate,ChemicalEntity,General association,1,6.5509357,6.551,29964726,1,1,False,True,"[Distribution Characteristics and Ecological Risk Assessment of Organochlorine Pesticides in Surface Sediments of Zhelin Bay in Guangdong Province, China]."
OCPs,ChemicalEntity,Association,dieldrin,ChemicalEntity,General association,1,6.5509357,6.551,29964726,1,1,True,True,"[Distribution Characteristics and Ecological Risk Assessment of Organochlorine Pesticides in Surface Sediments of Zhelin Bay in Guangdong Province, China]."
atrazine,ChemicalEntity,Association,cat,GeneOrGeneProduct,General association,1,6.5509357,6.551,29960196,1,1,True,False,Emerging contaminants in Brazilian rivers: Occurrence and effects on gene expression in zebrafish (Danio rerio) embryos.
cyp26b1,GeneOrGeneProduct,Association,zebrafish,OrganismTaxon,General association,1,6.5509357,6.551,29960196,1,1,False,False,Emerging contaminants in Brazilian rivers: Occurrence and effects on gene expression in zebrafish (Danio rerio) embryos.
imidacloprid,ChemicalEntity,Association,Chironomus riparius,OrganismTaxon,General association,1,6.5509357,6.551,29957517,1,1,True,False,Acute and (sub)chronic toxicity of the neonicotinoid imidacloprid on Chironomus riparius.
terbufos,ChemicalEntity,Association,human,OrganismTaxon,General association,1,6.5509357,6.551,29960251,1,1,True,False,An effective and high-throughput analytical methodology for pesticide screening in human urine by disposable pipette extraction and gas chromatography - mass spectrometry.
chlorsulfuron,ChemicalEntity,Association,flumetsulam,ChemicalEntity,General association,2,6.5507817,6.551,34648605,1,2,True,False,Resistance to post-emergent herbicides is becoming common for grass weeds on New Zealand wheat and barley farms.
zeta-cypermethrin,ChemicalEntity,Positive_Correlation,E. kuehniella,OrganismTaxon,Positive effect,1,6.550484,6.55,16308868,1,1,True,False,Selectivity of pesticides used on cotton (Gossypium hirsutum) to Trichogramma pretiosum reared on two laboratory-reared hosts.
penconazole,ChemicalEntity,Negative_Correlation,turnip,OrganismTaxon,Negative effect,1,6.5495486,6.55,19226738,1,0,True,False,Effect of fungicides and of biocontrol agents against powdery mildew of turnip.
"1,2,3,4,5,6-hexachlorocyclohexane",ChemicalEntity,Association,dialdrin,ChemicalEntity,General association,1,6.5490227,6.549,12398370,1,1,False,True,Chlorohydrocarbon pesticides in the Australian marine environment after banning in the period from the 1970s to 1980s.
2-methyl-3-phenylbenzoic acid,ChemicalEntity,Association,bifenthrin,ChemicalEntity,General association,1,6.5490227,6.549,12376119,1,1,True,False,Estimating occupational exposure to the pyrethroid termiticide bifenthrin by measuring metabolites in urine.
3-phenoxybenzoic acid,ChemicalEntity,Association,pyrethroid,ChemicalEntity,General association,1,6.5490227,6.549,12376119,1,1,True,False,Estimating occupational exposure to the pyrethroid termiticide bifenthrin by measuring metabolites in urine.
alkyl phosphate,ChemicalEntity,Association,bifenthrin,ChemicalEntity,General association,1,6.5490227,6.549,12376119,1,1,True,True,Estimating occupational exposure to the pyrethroid termiticide bifenthrin by measuring metabolites in urine.
bifenthrin,ChemicalEntity,Association,alkyl phosphate,ChemicalEntity,General association,1,6.5490227,6.549,12376119,1,1,True,True,Estimating occupational exposure to the pyrethroid termiticide bifenthrin by measuring metabolites in urine.
glyphosate,ChemicalEntity,Positive_Correlation,PG2982,OrganismTaxon,Positive effect,1,6.5485983,6.549,16346357,1,1,True,False,Isolation of a Pseudomonas sp. Which Utilizes the Phosphonate Herbicide Glyphosate.
glyphosate,ChemicalEntity,Positive_Correlation,bacteria,OrganismTaxon,Positive effect,1,6.5485983,6.549,16346357,1,1,True,False,Isolation of a Pseudomonas sp. Which Utilizes the Phosphonate Herbicide Glyphosate.
chlorpyrifos,ChemicalEntity,Negative_Correlation,metaphos,ChemicalEntity,Negative effect,1,6.548412,6.548,8742317,1,1,True,False,"Time course of inhibition of cholinesterase and aliesterase activities, and nonprotein sulfhydryl levels following exposure to organophosphorus insecticides in mosquitofish (Gambusia affinis)."
metaphos,ChemicalEntity,Negative_Correlation,mosquitofish,OrganismTaxon,Negative effect,1,6.548412,6.548,8742317,1,1,True,False,"Time course of inhibition of cholinesterase and aliesterase activities, and nonprotein sulfhydryl levels following exposure to organophosphorus insecticides in mosquitofish (Gambusia affinis)."
"5-[(3aS,4S,6aR)-2-amino-2,3,3a,4,6,6a-hexahydro-1H-thieno[3,4-d]imidazol-4-yl]pentanoic acid",ChemicalEntity,Association,LC3Ⅱ,GeneOrGeneProduct,General association,1,6.548224,6.548,35661494,1,1,False,False,Eucalyptol relieves imidacloprid-induced autophagy through the miR-451/Cab39/AMPK axis in Ctenopharyngodon idellus kidney cells†.
neonicotinoid insecticide,ChemicalEntity,Association,"1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane",ChemicalEntity,General association,1,6.548224,6.548,35661494,1,1,False,True,Eucalyptol relieves imidacloprid-induced autophagy through the miR-451/Cab39/AMPK axis in Ctenopharyngodon idellus kidney cells†.
bifenthrin,ChemicalEntity,Negative_Correlation,California black oak,OrganismTaxon,Negative effect,1,6.5480776,6.548,27986940,1,1,True,False,Effect of Contact Insecticides Against the Invasive Goldspotted Oak Borer (Coleoptera: Buprestidae) in California.
"(1R,2R,3S,4R,6R,7S)-1,3,4,7,8,9,10,10-octachlorotricyclo[5.2.1.02,6]dec-8-ene",ChemicalEntity,Negative_Correlation,"(1S,2R,3S,5R,6S,7R)-1,3,4,5,7,8,9,10,10-nonachlorotricyclo[5.2.1.02,6]dec-8-ene",ChemicalEntity,Negative effect,1,6.5471783,6.547,22551873,1,1,False,False,Occurrence and levels of organochlorine compounds in human breast milk in Bangladesh.
"(1S,2R,3S,5R,6S,7R)-1,3,4,5,7,8,9,10,10-nonachlorotricyclo[5.2.1.02,6]dec-8-ene",ChemicalEntity,Negative_Correlation,∑DDT,ChemicalEntity,Negative effect,1,6.5471783,6.547,22551873,1,1,False,True,Occurrence and levels of organochlorine compounds in human breast milk in Bangladesh.
(s)-- methoprene,ChemicalEntity,Negative_Correlation,Rhipicephalus sanguineus,OrganismTaxon,Negative effect,1,6.5471783,6.547,22520338,1,0,False,True,"Efficacy of slow-release collar formulations of imidacloprid/flumethrin and deltamethrin and of spot-on formulations of fipronil/(s)-- methoprene, dinotefuran/pyriproxyfen/permethrin and (s) -methoprene/amitraz/fipronil against Rhipicephalus sanguineus and Ctenocephalides felis felis on dogs."
(s)-- methoprene,ChemicalEntity,Negative_Correlation,pyriproxyfen,ChemicalEntity,Negative effect,1,6.5471783,6.547,22520338,1,1,True,True,"Efficacy of slow-release collar formulations of imidacloprid/flumethrin and deltamethrin and of spot-on formulations of fipronil/(s)-- methoprene, dinotefuran/pyriproxyfen/permethrin and (s) -methoprene/amitraz/fipronil against Rhipicephalus sanguineus and Ctenocephalides felis felis on dogs."
"1-chloro-2-[2,2,2-trichloro-1-(4-chlorophenyl)ethyl]benzene",ChemicalEntity,Negative_Correlation,clofenotane,ChemicalEntity,Negative effect,1,6.5471783,6.547,22551873,1,1,True,False,Occurrence and levels of organochlorine compounds in human breast milk in Bangladesh.
"1-chloro-2-[2,2,2-trichloro-1-(4-chlorophenyl)ethyl]benzene",ChemicalEntity,Negative_Correlation,organochlorines,ChemicalEntity,Negative effect,1,6.5471783,6.547,22551873,1,1,False,True,Occurrence and levels of organochlorine compounds in human breast milk in Bangladesh.
ACT,ChemicalEntity,Negative_Correlation,pyridine-3-carboxylic acid,ChemicalEntity,Negative effect,1,6.5471783,6.547,22542132,1,1,False,True,Reactivity of neonicotinoid insecticides with carbonate radicals.
CO·₃⁻,ChemicalEntity,Negative_Correlation,CO·₃⁻,ChemicalEntity,Negative effect,1,6.5471783,6.547,22542132,1,1,False,True,Reactivity of neonicotinoid insecticides with carbonate radicals.
DDTs,ChemicalEntity,Negative_Correlation,"1-chloro-4-[2,2,2-trichloro-1-(4-chlorophenyl)ethyl]benzene",ChemicalEntity,Negative effect,1,6.5471783,6.547,22551873,1,1,False,True,Occurrence and levels of organochlorine compounds in human breast milk in Bangladesh.
"N,N-bis(2-chloroethyl)-2-oxo-1,3,2lambda5-oxazaphosphinan-2-amine",ChemicalEntity,Negative_Correlation,"N,N-bis(2-chloroethyl)-2-oxo-1,3,2lambda5-oxazaphosphinan-2-amine",ChemicalEntity,Negative effect,1,6.5471783,6.547,22499834,1,1,False,False,A pretreatment method for HPLC analysis of cypermethrin in microbial degradation systems.
PCBs,ChemicalEntity,Negative_Correlation,"1-chloro-4-[2,2,2-trichloro-1-(4-chlorophenyl)ethyl]benzene",ChemicalEntity,Negative effect,1,6.5471783,6.547,22551873,1,1,False,True,Occurrence and levels of organochlorine compounds in human breast milk in Bangladesh.
R234886,ChemicalEntity,Negative_Correlation,R234886,ChemicalEntity,Negative effect,1,6.5471783,6.547,22497784,1,1,False,True,Leaching of azoxystrobin and its degradation product R234886 from Danish agricultural field sites.
[amino-[2-[6-[amino(azaniumylidene)methyl]-1H-benzimidazole-2-carbonyl]-3H-benzimidazol-5-yl]methylidene]azanium,ChemicalEntity,Negative_Correlation,ocular hypertension,DiseaseOrPhenotypicFeature,Negative effect,1,6.5471783,6.547,22489894,1,0,False,False,Benzalkonium chloride induces anterior chamber inflammation in previously untreated patients with ocular hypertension as measured by flare meter: a randomized clinical trial.
amitraz,ChemicalEntity,Negative_Correlation,fipronil,ChemicalEntity,Negative effect,1,6.5471783,6.547,22520338,1,1,True,False,"Efficacy of slow-release collar formulations of imidacloprid/flumethrin and deltamethrin and of spot-on formulations of fipronil/(s)-- methoprene, dinotefuran/pyriproxyfen/permethrin and (s) -methoprene/amitraz/fipronil against Rhipicephalus sanguineus and Ctenocephalides felis felis on dogs."
azole fungicide,ChemicalEntity,Negative_Correlation,"1-[[2-(2,4-dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1,2,4-triazole",ChemicalEntity,Negative effect,1,6.5471783,6.547,22516675,1,1,False,True,Effects of a triazole fungicide and a pyrethroid insecticide on the decomposition of leaves in the presence or absence of macroinvertebrate shredders.
azoxystrobin,ChemicalEntity,Negative_Correlation,R234886,ChemicalEntity,Negative effect,1,6.5471783,6.547,22497784,1,1,True,True,Leaching of azoxystrobin and its degradation product R234886 from Danish agricultural field sites.
beta-cyfluthrin,ChemicalEntity,Negative_Correlation,Solomon,ChemicalEntity,Negative effect,1,6.5471783,6.547,22526997,1,0,True,True,A comparative study on the persistence of imidacloprid and beta-cyfluthrin in vegetables.
carbonate radicals,ChemicalEntity,Negative_Correlation,imidacloprid,ChemicalEntity,Negative effect,1,6.5471783,6.547,22542132,1,0,True,True,Reactivity of neonicotinoid insecticides with carbonate radicals.
carbophos,ChemicalEntity,Negative_Correlation,Ph. papatasi,OrganismTaxon,Negative effect,1,6.5471783,6.547,22429776,1,1,True,False,Insecticide susceptibility status of Phlebotomus (Paraphlebotomus) sergenti and Phlebotomus (Phlebotomus) papatasi in endemic foci of cutaneous leishmaniasis in Morocco.
chlorane,ChemicalEntity,Negative_Correlation,"1,2,3,4,5,6-hexachlorobenzene",ChemicalEntity,Negative effect,1,6.5471783,6.547,22551873,1,0,False,False,Occurrence and levels of organochlorine compounds in human breast milk in Bangladesh.
chloronicotinoid,ChemicalEntity,Negative_Correlation,ACT,ChemicalEntity,Negative effect,1,6.5471783,6.547,22542132,1,1,False,True,Reactivity of neonicotinoid insecticides with carbonate radicals.
chlorpyrifos,ChemicalEntity,Negative_Correlation,Lumbricus rubellus,OrganismTaxon,Negative effect,1,6.5471783,6.547,22476697,1,1,True,False,A metabolomics based test of independent action and concentration addition using the earthworm Lumbricus rubellus.
fipronil,ChemicalEntity,Negative_Correlation,Nosema ceranae,OrganismTaxon,Negative effect,1,6.5471783,6.547,22442753,1,1,True,False,Parasite-insecticide interactions: a case study of Nosema ceranae and fipronil synergy on honeybee.
fipronil,ChemicalEntity,Negative_Correlation,borne diseases,DiseaseOrPhenotypicFeature,Negative effect,1,6.5471783,6.547,22520338,1,1,True,False,"Efficacy of slow-release collar formulations of imidacloprid/flumethrin and deltamethrin and of spot-on formulations of fipronil/(s)-- methoprene, dinotefuran/pyriproxyfen/permethrin and (s) -methoprene/amitraz/fipronil against Rhipicephalus sanguineus and Ctenocephalides felis felis on dogs."
